-0.0285, 0.0766, 0.0674
0.2086, -0.1180, -0.0903
0.0368, -0.1094, -0.1997
-0.1102, -0.0543, 0.1329
-0.0563, -0.1988, 0.0684
0.2559, 0.1310, -0.1418
0.1297, 0.1291, -0.0622
0.1321, -0.1673, 0.1515
0.2544, -0.1057, -0.2400
-0.2008, 0.2481, 0.1003
0.2439, -0.1241, 0.2228
0.2487, -0.1898, 0.0908
-0.0047, 0.2425, -0.2204
0.2422, 0.0733, 0.2215
-0.1187, 0.1833, 0.2385
0.2582, 0.1708, 0.0717
0.1583, -0.0599, 0.0669
-0.2021, 0.2381, 0.0976
-0.1060, -0.0845, 0.2286
0.0472, -0.0593, -0.0636
0.0025, 0.2122, -0.1056
-0.2835, 0.0730, 0.2270
-0.2292, -0.0159, -0.1297
-0.3039, 0.1837, -0.0655
-0.3201, -0.1758, 0.0231
-0.1247, 0.2140, -0.0852
-0.0890, -0.1403, -0.2197
-0.2223, -0.1315, 0.0564
0.0968, 0.2146, 0.0362
-0.2928, 0.1146, -0.1557
0.2710, 0.2261, -0.0323
-0.2038, 0.2416, -0.1872
0.2944, 0.2603, 0.1682
-0.3552, 0.1012, -0.2079
-0.0608, 0.2460, 0.1570
-0.3320, -0.1693, 0.1560
-0.2904, -0.1531, -0.1087
-0.0527, 0.2620, 0.0300
-0.2219, 0.0746, -0.2300
-0.2488, -0.2515, 0.0646
-0.2512, -0.0227, 0.0357
0.3084, -0.0248, 0.1759
-0.1866, 0.1248, 0.0227
0.0573, 0.2260, 0.1945
-0.2387, -0.0629, 0.2263
0.1334, -0.2251, -0.0099
-0.2308, 0.1936, -0.0001
-0.2109, -0.1574, -0.0470
0.2483, 0.1932, 0.2423
0.3047, -0.2220, -0.0706
0.2559, 0.1385, -0.2812
-0.2514, 0.0584, 0.1013
-0.2386, -0.1103, -0.1710
0.1175, 0.1489, -0.2021
0.0774, -0.0518, 0.2451
0.2495, 0.2481, -0.2163
-0.2889, -0.2274, 0.2353
-0.0352, 0.0251, -0.1120
-0.1545, -0.0773, -0.1964
0.2880, -0.0741, 0.0646
-0.2070, 0.1772, 0.1875
-0.1137, -0.2489, -0.1974
-0.3517, 0.0224, -0.1468
-0.1954, -0.2333, -0.1553
0.2045, 0.2682, -0.1303
-0.3395, 0.0814, -0.0391
0.0735, 0.0335, -0.1769
-0.3294, 0.1810, 0.0622
-0.0229, -0.2146, 0.2215
0.3036, 0.0390, -0.1661
-0.2782, -0.0034, 0.1688
0.1103, 0.2438, -0.1630
0.2318, 0.0073, -0.1459
-0.1718, -0.1306, -0.1245
0.2285, -0.1856, 0.0000
-0.3679, 0.1773, -0.0134
-0.3573, 0.0020, 0.1672
-0.2550, -0.0517, -0.2354
0.1916, -0.2432, -0.2049
-0.1672, -0.2325, -0.0625
0.1410, 0.0348, 0.1965
-0.2936, 0.0255, -0.2456
0.0993, 0.2590, -0.0742
-0.1401, 0.2467, -0.2322
-0.3356, 0.2352, -0.1547
0.0287, -0.1312, 0.2444
0.0239, 0.2378, 0.0972
-0.1372, 0.0477, -0.2636
-0.2348, -0.1783, -0.2134
0.3164, 0.1136, 0.2046
-0.2406, 0.2017, -0.1491
-0.1675, -0.1999, 0.2212
0.0261, 0.1336, 0.2480
0.1557, 0.0040, -0.0064
0.2492, 0.1591, 0.1553
0.0531, -0.2275, 0.1260
0.3109, 0.0826, 0.0931
-0.0989, -0.2492, 0.2165
0.1125, 0.1326, 0.1823
0.1885, 0.2588, 0.1310
-0.0443, -0.0031, -0.2536
-0.0782, -0.2088, -0.1286
0.3174, -0.1718, -0.1585
-0.3124, 0.1991, 0.2622
-0.1069, 0.2012, -0.2775
0.2220, 0.0338, 0.0675
0.0058, 0.0827, -0.2010
-0.2633, -0.1332, 0.1484
0.2990, 0.0337, -0.0530
-0.1011, -0.0072, -0.1930
-0.2040, 0.0825, -0.1094
0.1773, 0.0552, 0.1215
-0.1832, -0.0621, -0.0300
-0.0467, 0.1287, -0.2587
-0.0777, 0.1558, -0.1861
0.1292, -0.0009, -0.2766
0.1459, 0.2218, -0.2445
-0.3042, 0.0415, -0.0802
0.1450, 0.1856, 0.1226
-0.1028, -0.1683, 0.2391
0.1529, 0.0545, -0.2125
0.3303, -0.1757, 0.0181
-0.1191, 0.0011, -0.1321
-0.3418, 0.2521, 0.0739
0.2046, -0.0215, 0.2543
0.1609, 0.0218, -0.1063
-0.0778, 0.0759, -0.1990
-0.2942, 0.0497, 0.0336
0.0018, 0.1089, -0.1345
0.0698, -0.1638, -0.0209
0.1949, 0.2678, -0.0112
0.2927, 0.2867, -0.0570
-0.3465, -0.1175, -0.1314
-0.1571, 0.1096, -0.0820
0.1405, 0.2665, 0.0742
0.1785, 0.2345, -0.0670
-0.1598, -0.2603, 0.0191
-0.3195, -0.0483, -0.0232
-0.3532, 0.2321, -0.2674
0.0579, -0.2286, 0.2587
0.1109, 0.1636, -0.2747
0.2933, -0.2255, 0.2364
-0.2673, -0.1380, 0.2136
-0.3512, 0.1651, 0.1561
-0.1144, 0.0538, 0.2479
-0.1388, -0.2299, -0.2656
-0.1507, 0.2601, -0.0184
-0.2208, 0.2451, -0.0750
-0.3599, 0.0733, 0.2609
-0.2330, -0.2487, 0.2096
-0.3073, -0.2363, -0.1871
0.0442, -0.1205, 0.1001
0.1621, 0.2456, 0.1941
-0.0832, 0.1289, -0.1251
-0.2292, 0.0178, -0.0459
-0.3557, -0.0882, 0.2318
-0.1799, 0.1686, -0.2355
-0.3423, -0.0628, -0.2040
-0.3212, -0.2464, 0.1189
-0.2638, 0.1056, 0.0134
-0.1955, -0.2034, 0.1434
-0.1389, 0.2715, 0.2233
-0.0643, -0.0666, -0.0780
-0.3307, 0.1068, 0.1687
-0.2854, -0.2510, -0.1190
0.0757, -0.0834, 0.1404
-0.2869, -0.2033, -0.2745
-0.2016, 0.0661, 0.1857
-0.1828, 0.0175, 0.2573
0.0867, 0.2603, 0.1307
-0.2173, 0.0673, -0.0249
-0.2865, 0.1841, 0.1225
-0.3358, 0.1118, 0.0287
-0.0511, -0.2241, -0.0732
0.0530, -0.2400, -0.1373
-0.0142, -0.2479, -0.1614
-0.3361, -0.1809, -0.2163
-0.3446, 0.1018, 0.0976
-0.1614, -0.2606, 0.1586
0.3040, 0.1860, -0.2407
-0.0867, -0.1311, -0.2904
-0.2101, -0.0130, -0.2906
0.2701, 0.0525, 0.1344
0.0328, 0.2696, -0.0165
-0.2203, 0.2371, -0.2824
0.0166, -0.1546, 0.1686
-0.2814, 0.2050, -0.2694
0.1762, -0.2109, -0.2811
-0.3529, 0.1733, 0.2220
0.3113, 0.0108, 0.0878
0.0246, 0.2701, 0.1549
0.0914, 0.2798, 0.0346
0.1991, 0.2743, 0.2476
-0.1328, 0.1250, -0.2422
0.1428, 0.2197, 0.2508
-0.3376, -0.1148, -0.2740
-0.2609, -0.2502, -0.2327
-0.2485, -0.2496, 0.1467
0.1695, 0.2735, -0.2271
0.0861, 0.2414, 0.2642
0.1440, 0.1781, 0.2097
0.2362, 0.2453, 0.1784
0.3141, -0.2238, -0.1965
-0.3639, -0.0028, 0.0769
-0.0406, -0.2394, -0.2816
-0.3291, -0.0102, 0.1141
0.1265, 0.1103, 0.2694
-0.2033, -0.1198, -0.2716
-0.1524, 0.0660, -0.1775
-0.3161, -0.0385, -0.2813
0.0321, -0.2509, -0.0372
-0.2477, 0.1527, 0.0766
-0.0977, -0.1019, -0.0158
-0.3313, 0.0522, 0.1062
0.2143, -0.0041, 0.1514
