0.0543, 0.0573, -0.0404
-0.2207, -0.0006, 0.0680
0.1924, -0.1970, 0.0096
-0.1094, -0.2217, 0.0759
-0.0051, 0.2062, 0.0343
-0.2284, -0.1052, -0.1358
0.2659, 0.0413, -0.0317
0.2737, 0.1919, -0.1180
0.1857, -0.1478, -0.2421
-0.0363, -0.0475, -0.0019
-0.1638, 0.2117, 0.1608
-0.0460, 0.1969, 0.2332
0.1671, 0.2254, -0.0360
0.0056, 0.2263, -0.2444
0.2833, -0.1073, -0.0601
0.0786, -0.1984, 0.1426
-0.1024, -0.1047, -0.2503
0.0142, -0.2241, -0.2390
-0.0774, 0.1732, -0.1660
0.1158, 0.1388, -0.1948
0.3111, -0.0599, 0.1069
0.2777, 0.0664, 0.1866
0.1266, -0.0780, 0.0853
-0.2050, -0.2467, -0.1927
-0.0559, -0.1764, -0.1258
0.1962, 0.2471, 0.1691
0.1635, 0.0242, 0.1528
0.2320, 0.0649, -0.2445
0.0054, -0.0266, -0.1598
-0.0707, 0.0583, -0.2409
-0.2453, 0.1331, -0.0528
0.2691, -0.2097, 0.2246
0.3020, 0.1507, 0.0701
0.2692, -0.1886, -0.1703
0.0121, 0.1074, 0.1533
-0.2114, 0.2230, -0.2351
-0.2243, 0.0478, -0.2354
-0.2500, -0.1127, 0.2277
-0.1595, 0.0034, 0.2357
-0.0123, -0.1728, -0.0010
0.0282, -0.0258, 0.2305
0.1560, 0.1532, 0.1947
-0.1734, 0.2306, -0.1216
0.0050, 0.2676, -0.1039
-0.1681, -0.1786, -0.0357
-0.1839, -0.1976, 0.2144
0.2751, 0.2530, 0.0719
-0.2357, -0.1672, -0.2699
-0.2464, -0.2362, -0.0377
-0.1414, -0.0130, -0.1149
-0.2227, 0.2546, 0.0441
0.2126, 0.0381, -0.1482
0.1913, -0.1158, 0.2105
-0.1565, 0.1755, 0.0587
-0.0485, -0.1497, 0.2267
-0.2491, 0.1342, -0.1778
-0.1417, -0.0964, -0.0010
0.1096, 0.2452, 0.2440
-0.0255, -0.1109, 0.1231
0.3152, 0.2223, 0.2088
0.1341, -0.2477, -0.1581
0.2746, -0.2712, -0.2213
0.1486, -0.0360, -0.1718
0.0905, -0.1654, 0.2594
0.0567, 0.0061, -0.2509
0.2282, 0.2525, -0.2356
0.0271, -0.0155, 0.1419
0.1906, 0.2247, -0.2853
0.2059, 0.1475, 0.0988
0.2836, -0.0514, -0.2011
-0.0831, -0.0482, 0.1567
0.3221, -0.2374, -0.0718
0.0453, -0.2569, -0.1703
-0.2654, 0.1218, 0.2260
0.0030, 0.2678, -0.1020
-0.2740, 0.2247, -0.1272
0.1728, 0.0540, 0.2572
0.2871, 0.2690, -0.2095
-0.0889, 0.0571, 0.1771
-0.2679, -0.2040, 0.1071
-0.2706, 0.2389, 0.2050
0.2372, -0.0433, 0.0777
-0.1719, 0.2472, -0.0377
-0.1640, 0.0889, -0.1321
0.3053, 0.1698, -0.2807
-0.2744, 0.0500, -0.1401
0.0354, -0.0993, -0.2068
0.0207, -0.2549, 0.2145
0.3326, -0.2299, -0.2683
0.0832, -0.1322, -0.1195
-0.2502, 0.1842, 0.0547
0.2907, -0.0357, -0.2832
0.3113, -0.0515, 0.2378
0.3291, 0.0281, -0.2122
0.0555, -0.0997, -0.2805
-0.1075, -0.2586, -0.0887
0.0513, -0.2646, -0.0246
-0.1588, 0.1464, -0.0580
0.3362, -0.0956, -0.1909
0.0989, 0.0399, -0.2919
0.0406, -0.2346, -0.0994
-0.2727, -0.2378, 0.2181
0.3261, 0.1826, -0.2293
0.0832, 0.2376, -0.1404
-0.1619, -0.1081, 0.1442
0.1229, 0.2733, -0.1563
-0.2000, 0.1078, -0.2941
0.1235, 0.2841, -0.2473
-0.2531, 0.2710, -0.0662
0.3378, -0.1922, 0.0511
-0.1199, -0.2473, 0.2471
-0.2785, 0.1697, 0.1203
-0.2793, 0.2453, -0.2810
0.3416, 0.1442, 0.1657
-0.2631, -0.0338, -0.2884
-0.2737, 0.1486, -0.2762
-0.2428, 0.2810, -0.1461
-0.0581, -0.2464, 0.2601
0.2576, -0.0646, 0.1713
0.0819, 0.2529, 0.1658
-0.0904, 0.0789, 0.0788
0.1384, 0.2785, 0.0592
0.3398, -0.2533, 0.1320
0.2446, 0.2370, 0.2667
0.3388, -0.0856, -0.2714
